Gm#,Date,,Tm,AwayTeam,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,HomeStreak,HomeGame,Index,year
14,201704170,boxscore,SEA,MIA,W,6,1,,6-8,2, 3.5,Miranda,Koehler,,2:31,N,"16,990",++++,True,191,2017
13,201704170,boxscore,STL,PIT,W,2,1,,4-9,5, 4.0,Lynn,Nova,Oh,2:14,N,"40,172",+,True,192,2017
13,201704170,boxscore,OAK,TEX,L,0,7,,5-8,4, 4.0,Griffin,Cotton,,2:46,N,"10,406",----,True,193,2017
13,201704170,boxscore,CHC,MIL,L,3,6,,6-7,3, 2.0,Anderson,Lackey,Feliz,3:00,N,"38,636",----,True,194,2017
15,201704180,boxscore,SEA,MIA,L,0,5,,6-9,4, 3.5,Chen,Gallardo,,2:33,N,"16,126",-,True,195,2017
14,201704180,boxscore,HOU,LAA,L,2,5,,9-5,1,up 2.5,Nolasco,Musgrove,Bedrosian,3:05,N,"21,760",-,True,196,2017
13,201704180,boxscore,KCR,SFG,L,1,2,11,6-7,5, 2.0,Law,Alexander,Melancon,3:37,N,"20,863",-,True,197,2017
15,201704180,boxscore,LAD,COL,L,3,4,,7-8,3, 3.0,Rusin,Ryu,Holland,3:17,N,"37,960",---,True,198,2017
15,201704180,boxscore,TBR,DET,W,5,1,,7-8,4, 2.5,Andriese,Fulmer,,3:19,N,"16,265",+,True,199,2017
14,201704180,boxscore,MIN,CLE,L,4,11,,7-7,3, 1.5,Tomlin,Hughes,,3:15,N,"16,553",---,True,200,2017
14,201704180,boxscore,CIN,BAL,W,9,3,,9-5,1,up 1.5,Arroyo,Gausman,,3:05,N,"16,018",+,True,201,2017
14,201704180,boxscore,CHC,MIL,W,9,7,,7-7,3, 2.0,Grimm,Hughes,Davis,3:00,N,"39,026",+,True,202,2017
14,201704180,boxscore,STL,PIT,W,2,1,,5-9,5, 4.0,Leake,Kuhl,Oh,2:31,N,"38,806",++,True,203,2017
13,201704180,boxscore,TOR,BOS,L,7,8,,2-11,5, 6.5,Johnson,Stroman,,3:48,N,"29,281",--,True,204,2017
15,201704180,boxscore,SDP,ARI,L,2,11,,5-10,5, 5.0,Miller,Cosart,,3:20,N,"19,869",-----,True,205,2017
14,201704180,boxscore,NYM,PHI,L,2,6,10,7-7,3, 1.5,Garcia,Montero,,3:58,N,"23,536",----,True,206,2017
14,201704180,boxscore,OAK,TEX,W,4,2,,6-8,3, 3.0,Triggs,Darvish,Casilla,2:48,N,"12,091",+,True,207,2017
14,201704180,boxscore,NYY,CHW,L,1,4,,9-5,1, Tied,Gonzalez,Severino,Robertson,2:16,N,"30,075",-,True,208,2017
13,201704180,boxscore,ATL,WSN,L,1,3,,6-7,4, 2.0,Scherzer,Foltynewicz,Kelley,3:09,N,"21,834",-,True,209,2017
14,201704190,boxscore,KCR,SFG,W,2,0,,7-7,2, 1.0,Vargas,Bumgarner,Herrera,2:28,N,"24,402",+,True,210,2017
15,201704190,boxscore,NYM,PHI,W,5,4,,8-7,2, 1.5,Robles,Ramos,Reed,2:37,N,"22,243",+,True,211,2017
15,201704190,boxscore,CIN,BAL,L,0,2,,9-6,1,up 1.0,Jimenez,Garrett,Brach,2:28,N,"15,083",-,True,212,2017
15,201704190,boxscore,STL,PIT,W,2,1,,6-9,4, 3.0,Wacha,Cole,Rosenthal,2:40,D,"40,182",+++,True,213,2017
16,201704190,boxscore,SEA,MIA,W,10,5,,7-9,3, 3.5,Hernandez,Volquez,,3:32,D,"27,147",+,True,214,2017
14,201704190,boxscore,TOR,BOS,W,3,0,,3-11,5, 6.5,Liriano,Porcello,Osuna,2:45,N,"30,842",+,True,215,2017
16,201704190,boxscore,SDP,ARI,W,1,0,,6-10,4, 4.0,Chacin,Greinke,Maurer,2:13,N,"17,089",+,True,216,2017
15,201704190,boxscore,NYY,CHW,W,9,1,,10-5,1, Tied,Tanaka,Covey,,2:40,N,"30,014",+,True,217,2017
14,201704190,boxscore,ATL,WSN,L,4,14,,6-8,4, 3.0,Ross,Teheran,,3:32,N,"22,101",--,True,218,2017
16,201704190,boxscore,TBR,DET,W-wo,8,7,,8-8,4, 2.5,Pruitt,Rodriguez,,3:44,N,"12,281",++,True,219,2017
15,201704190,boxscore,HOU,LAA,W,5,1,,10-5,1,up 3.0,Keuchel,Ramirez,,2:47,N,"24,028",+,True,220,2017
16,201704190,boxscore,LAD,COL,W,4,2,,8-8,3, 2.0,Kershaw,Anderson,Jansen,2:55,N,"45,474",+,True,221,2017
15,201704190,boxscore,CHC,MIL,W-wo,7,4,,8-7,2, 1.0,Davis,Feliz,,3:30,D,"34,864",++,True,222,2017
15,201704190,boxscore,OAK,TEX,W,9,1,,7-8,2, 3.0,Hahn,Perez,,2:47,D,"14,031",++,True,223,2017
15,201704200,boxscore,MIN,CLE,L,2,6,,7-8,4, 1.0,Bauer,Duffey,,3:36,D,"17,339",----,True,224,2017
17,201704200,boxscore,SDP,ARI,W,4,1,,7-10,4, 3.5,Richard,Corbin,Maurer,2:24,N,"17,831",++,True,225,2017
17,201704200,boxscore,TBR,DET,W,8,1,,9-8,4, 2.5,Ramirez,Norris,,3:02,D,"13,267",+++,True,226,2017
16,201704200,boxscore,CIN,BAL,L,1,2,10,9-7,1,up 0.5,O'Day,Wood,Brach,2:37,N,"11,910",--,True,227,2017
16,201704200,boxscore,NYM,PHI,L,4,6,,8-8,3, 2.5,Nola,Syndergaard,Neris,3:14,N,"24,656",-,True,228,2017
16,201704200,boxscore,HOU,LAA,W,2,1,,11-5,1,up 3.0,McCullers,Shoemaker,Devenski,2:37,D,"23,173",++,True,229,2017
16,201704200,boxscore,OAK,SEA,W,9,6,,8-8,2, 3.0,Dull,Scribner,,3:09,N,"10,707",+++,True,230,2017
15,201704200,boxscore,TOR,BOS,L,1,4,10,3-12,5, 7.5,Kimbrel,Grilli,,3:07,D,"44,283",-,True,231,2017
15,201704200,boxscore,ATL,WSN,L,2,3,,6-9,4, 4.0,Strasburg,Dickey,Kelley,2:41,N,"27,498",---,True,232,2017
17,201704200,boxscore,MIL,STL,W,7,5,,9-8,2, 0.5,Davies,Martinez,Barnes,3:08,N,"26,451",+,True,233,2017
16,201704200,boxscore,TEX,KCR,W-wo,1,0,13,6-10,5, 5.0,Alvarez,Wood,,3:47,N,"26,898",+,True,234,2017
17,201704210,boxscore,TEX,KCR,W,6,2,,7-10,3, 5.0,Hamels,Karns,,2:45,N,"31,320",++,True,235,2017
18,201704210,boxscore,SDP,MIA,W,5,3,,8-10,4, 3.5,Cahill,Phelps,,2:28,N,"30,413",+++,True,236,2017
18,201704210,boxscore,MIL,STL,L,3,6,,9-9,3, 1.0,Wainwright,Peralta,Oh,2:56,N,"23,126",-,True,237,2017
18,201704210,boxscore,LAA,TOR,L,7,8,13,7-11,4, 5.5,Tepera,Chavez,Biagini,5:36,N,"40,176",---,True,238,2017
16,201704210,boxscore,PHI,ATL,W,4,3,,7-9,4, 4.0,Hellickson,Colon,Neris,2:38,N,"24,189",++,True,239,2017
15,201704210,boxscore,BAL,BOS,W,2,0,,11-4,1,up 1.5,Bundy,Pomeranz,Brach,3:20,N,"34,442",+++,True,240,2017
17,201704210,boxscore,OAK,SEA,W,3,1,,9-8,2, 3.0,Manaea,Iwakuma,Casilla,2:51,N,"15,255",++++,True,241,2017
18,201704210,boxscore,ARI,LAD,W,13,5,,11-7,2, 0.5,Bradley,Stripling,,3:28,N,"27,018",+,True,242,2017
17,201704210,boxscore,COL,SFG,W,6,5,,11-6,1,up 0.5,Chatwood,Cueto,Holland,2:59,N,"27,663",+,True,243,2017
17,201704210,boxscore,CIN,CHC,L,5,6,11,9-8,2, 0.5,Edwards,Stephenson,Davis,3:57,N,"29,350",---,True,244,2017
16,201704210,boxscore,MIN,DET,W,6,3,,8-8,2, 1.0,Santiago,Verlander,Kintzler,2:59,N,"22,647",+,True,245,2017
17,201704210,boxscore,NYM,WSN,L,3,4,11,8-9,3, 3.5,Romero,Smoker,Kelley,3:43,N,"34,773",--,True,246,2017
18,201704210,boxscore,TBR,HOU,L,3,6,,9-9,4, 3.5,Feliz,Cobb,Giles,3:16,N,"17,683",-,True,247,2017
15,201704210,boxscore,CHW,CLE,L,0,3,,7-8,4, 1.5,Kluber,Quintana,,2:45,N,"18,159",--,True,248,2017
16,201704210,boxscore,PIT,NYY,W,6,3,,7-9,4, 2.0,Nicasio,Sabathia,Watson,3:19,N,"30,565",+,True,249,2017
18,201704220,boxscore,CIN,CHC,L,8,12,,9-9,2, 1.5,Arrieta,Reed,,3:24,D,"27,189",----,True,250,2017
17,201704220,boxscore,PHI,ATL,W-wo,4,3,10,8-9,3, 4.0,Gomez,Johnson,,3:32,N,"31,334",+++,True,251,2017
19,201704220,boxscore,LAA,TOR,W,5,4,,8-11,4, 4.5,Skaggs,Lawrence,Norris,2:35,N,"41,345",+,True,252,2017
18,201704220,boxscore,NYM,WSN,L,1,3,,8-10,4, 4.5,Gonzalez,deGrom,Glover,3:01,D,"42,145",---,True,253,2017
19,201704220,boxscore,ARI,LAD,W,11,5,,12-7,2, 0.5,Ray,Maeda,,3:20,N,"36,294",++,True,254,2017
16,201704220,boxscore,CHW,CLE,L,0,7,,7-9,4, 2.5,Carrasco,Pelfrey,,3:09,N,"32,044",---,True,255,2017
17,201704220,boxscore,PIT,NYY,L,5,11,,7-10,5, 3.0,Betances,Rivero,,3:17,D,"36,140",-,True,256,2017
19,201704220,boxscore,TBR,HOU,W,6,3,,10-9,4, 3.5,Pruitt,Morton,Colome,3:05,N,"17,008",+,True,257,2017
18,201704220,boxscore,OAK,SEA,W,4,3,,10-8,2, 2.0,Cotton,Miranda,Madson,3:07,D,"20,722",+++++,True,258,2017
18,201704220,boxscore,TEX,KCR,W-wo,2,1,,8-10,3, 4.0,Bush,Wood,,2:38,N,"41,446",+++,True,259,2017
16,201704220,boxscore,BAL,BOS,W,4,2,,12-4,1,up 1.5,Aquino,Wright,O'Day,2:47,N,"35,457",++++,True,260,2017
19,201704220,boxscore,SDP,MIA,L,3,6,11,8-11,4, 4.5,Ziegler,Torres,Ramos,3:13,N,"39,319",-,True,261,2017
18,201704220,boxscore,COL,SFG,W,12,3,,12-6,1,up 0.5,Senzatela,Moore,,3:01,N,"39,239",++,True,262,2017
19,201704220,boxscore,MIL,STL,L,1,4,,9-10,3, 2.0,Lynn,Torres,Oh,3:16,N,"30,865",--,True,263,2017
17,201704220,boxscore,MIN,DET,L,4,5,,8-9,3, 2.0,Hardy,Tonkin,Rodriguez,4:00,D,"25,719",-,True,264,2017
20,201704230,boxscore,ARI,LAD,L,2,6,,12-8,2, 1.5,McCarthy,Miller,,2:54,D,"28,704",-,True,265,2017
19,201704230,boxscore,OAK,SEA,L,1,11,,10-9,2, 3.0,Gallardo,Triggs,,3:11,D,"24,165",-,True,266,2017
18,201704230,boxscore,PHI,ATL,W,5,2,,9-9,3, 4.0,Rodriguez,Vizcaino,,2:38,D,"28,632",++++,True,267,2017
18,201704230,boxscore,PIT,NYY,W,2,1,,8-10,4, 2.0,Nova,Montgomery,Watson,2:39,D,"27,840",+,True,268,2017
19,201704230,boxscore,TEX,KCR,W,5,2,,9-10,3, 4.0,Darvish,Hammel,Bush,3:00,D,"37,177",++++,True,269,2017
17,201704230,boxscore,BAL,BOS,L,2,6,,12-5,1,up 1.5,Rodriguez,Gausman,Kimbrel,3:34,D,"35,522",-,True,270,2017
20,201704230,boxscore,LAA,TOR,L,2,6,,8-12,4, 5.5,Stroman,Guerra,,2:51,D,"35,034",-,True,271,2017
17,201704230,boxscore,CHW,CLE,W,6,2,,8-9,3, 1.5,Holland,Salazar,,3:12,D,"24,444",+,True,272,2017
19,201704230,boxscore,COL,SFG,W,8,0,,13-6,1,up 1.5,Freeland,Samardzija,,2:46,D,"42,011",+++,True,273,2017
19,201704230,boxscore,NYM,WSN,L,3,6,,8-11,4, 5.5,Scherzer,Wheeler,Glover,2:43,N,"27,044",----,True,274,2017
20,201704230,boxscore,TBR,HOU,L,4,6,10,10-10,4, 3.5,Gregerson,Garton,Giles,3:39,D,"15,548",-,True,275,2017
20,201704230,boxscore,MIL,STL,L,4,6,,9-11,4, 2.0,Leake,Nelson,Oh,3:15,D,"31,158",---,True,276,2017
18,201704230,boxscore,MIN,DET,L,4,13,,8-10,4, 2.0,Fulmer,Gibson,,3:17,D,"26,713",--,True,277,2017
20,201704230,boxscore,SDP,MIA,L,3,7,,8-12,4, 5.5,Koehler,Stammen,,2:42,D,"26,070",--,True,278,2017
19,201704230,boxscore,CIN,CHC,W,7,5,,10-9,2, 0.5,Arroyo,Lackey,,2:26,D,"32,670",+,True,279,2017
18,201704240,boxscore,BAL,TBR,W,6,3,,13-5,1,up 2.0,Givens,Archer,Brach,3:16,N,"11,142",+,True,280,2017
20,201704240,boxscore,TEX,MIN,L,2,3,,9-11,3, 4.5,Hughes,Perez,Kintzler,3:01,N,"19,027",-,True,281,2017
21,201704240,boxscore,LAA,TOR,W,2,1,,9-12,4, 5.0,Chavez,Liriano,Norris,3:02,N,"25,304",+,True,282,2017
18,201704240,boxscore,CHW,KCR,W,12,1,,9-9,3, 1.0,Gonzalez,Vargas,,2:47,N,"11,484",++,True,283,2017
20,201704240,boxscore,COL,WSN,W,8,4,,14-6,1,up 1.5,Estevez,Romero,,3:00,N,"23,019",++++,True,284,2017
21,201704240,boxscore,ARI,SDP,W,7,6,,13-8,2, 1.5,Greinke,Chacin,Rodney,3:05,N,"14,758",+,True,285,2017
20,201704240,boxscore,SFG,LAD,W,2,1,,7-13,5, 7.0,Cain,Ryu,Melancon,2:57,N,"41,399",+,True,286,2017
21,201704240,boxscore,MIL,CIN,W,11,7,,10-11,3, 2.0,Torres,Garrett,,3:24,N,"23,943",+,True,287,2017
19,201704240,boxscore,PIT,CHC,L,3,14,,8-11,5, 3.0,Anderson,Kuhl,,3:22,N,"13,445",-,True,288,2017
21,201704250,boxscore,COL,WSN,L,12,15,,14-7,1,up 0.5,Romero,Marquez,,3:26,N,"21,340",-,True,289,2017
19,201704250,boxscore,BAL,TBR,L,0,2,,13-6,1,up 1.5,Whitley,Miley,Colome,2:52,N,"11,472",-,True,290,2017
22,201704250,boxscore,LAA,OAK,W-wo,2,1,11,10-12,3, 5.0,Pounders,Madson,,3:12,N,"30,124",++,True,291,2017
21,201704250,boxscore,SFG,LAD,L,1,2,,7-14,5, 7.0,Kershaw,Blach,Jansen,2:59,N,"41,329",-,True,292,2017
19,201704250,boxscore,CLE,HOU,L,2,4,,10-9,2, 1.0,Keuchel,Tomlin,,2:46,N,"14,581",--,True,293,2017
19,201704250,boxscore,CHW,KCR,W,10,5,,10-9,2, 1.0,Jennings,Duffy,,3:21,N,"14,591",+++,True,294,2017
19,201704250,boxscore,DET,SEA,W,19,9,,11-8,1,up 1.0,Zimmermann,Hernandez,,3:43,N,"22,728",+++,True,295,2017
20,201704250,boxscore,STL,TOR,L,5,6,11,9-11,4, 3.0,Grilli,Socolovich,Tepera,3:46,N,"40,223",-,True,296,2017
20,201704250,boxscore,PIT,CHC,L,0,1,,8-12,5, 4.0,Hendricks,Cole,Davis,2:44,N,"15,326",--,True,297,2017
22,201704250,boxscore,MIL,CIN,W,9,1,,11-11,2, 2.0,Davies,Feldman,Milone,2:59,N,"28,449",++,True,298,2017
22,201704250,boxscore,ARI,SDP,W,9,3,,14-8,2, 0.5,Corbin,Richard,,3:02,N,"17,531",++,True,299,2017
21,201704250,boxscore,TEX,MIN,L,1,8,,9-12,4, 5.5,Santana,Cashner,,3:04,N,"20,568",--,True,300,2017
22,201704260,boxscore,TEX,MIN,W,14,3,,10-12,4, 4.5,Hamels,Rogers,,3:37,N,"22,365",+,True,301,2017
23,201704260,boxscore,LAA,OAK,W,8,5,,11-12,2, 4.0,Shoemaker,Manaea,Norris,3:30,N,"30,248",+++,True,302,2017
20,201704260,boxscore,CHW,KCR,W,5,2,,11-9,1, Tied,Quintana,Karns,Robertson,2:58,D,"18,218",++++,True,303,2017
19,201704260,boxscore,PHI,MIA,W,7,4,,10-9,2, 4.0,Velasquez,Chen,,2:41,N,"26,191",+++++,True,304,2017
20,201704260,boxscore,DET,SEA,L,0,8,,11-9,1, Tied,Paxton,Norris,,3:18,N,"23,327",-,True,305,2017
20,201704260,boxscore,BOS,NYY,L,1,3,,11-9,3, 3.0,Severino,Porcello,Chapman,3:16,N,"32,072",-,True,306,2017
20,201704260,boxscore,CLE,HOU,W,7,6,,11-9,1, Tied,Bauer,McCullers,Allen,3:12,N,"16,052",+,True,307,2017
22,201704260,boxscore,COL,WSN,L,4,11,,14-8,1,up 0.5,Roark,Chatwood,,3:23,N,"22,461",--,True,308,2017
23,201704260,boxscore,MIL,CIN,W,9,4,,12-11,2, 1.0,Peralta,Davis,,2:53,D,"19,062",+++,True,309,2017
23,201704260,boxscore,ARI,SDP,L,5,8,,14-9,2, 0.5,Buchter,Rodney,Maurer,3:14,N,"12,215",-,True,310,2017
20,201704260,boxscore,NYM,ATL,L,2,8,,8-12,4, 6.5,Teheran,Gsellman,,3:19,N,"22,819",-----,True,311,2017
20,201704260,boxscore,BAL,TBR,W-wo,5,4,11,14-6,1,up 1.5,Asher,Colome,,4:08,N,"16,289",+,True,312,2017
21,201704260,boxscore,PIT,CHC,W,6,5,,9-12,5, 3.0,LeBlanc,Lester,Watson,3:22,N,"16,904",+,True,313,2017
22,201704260,boxscore,SFG,LAD,W-wo,4,3,10,8-14,5, 6.0,Law,Stripling,,3:11,N,"41,573",+,True,314,2017
21,201704270,boxscore,NYM,ATL,L,5,7,,8-13,5, 7.5,Dickey,Harvey,,2:56,D,"23,243",------,True,315,2017
21,201704270,boxscore,DET,SEA,L,1,2,,11-10,3, 1.0,Zych,Rodriguez,Diaz,3:22,D,"25,325",--,True,316,2017
21,201704270,boxscore,BOS,NYY,L,0,3,,11-10,3, 3.5,Tanaka,Sale,,2:21,N,"34,054",--,True,317,2017
24,201704270,boxscore,LAA,OAK,W,2,1,,12-12,2, 3.0,Nolasco,Graveman,Norris,2:30,N,"37,603",++++,True,318,2017
23,201704270,boxscore,SFG,LAD,L,1,5,10,8-15,5, 6.5,Jansen,Gearrin,,3:28,D,"41,580",-,True,319,2017
20,201704270,boxscore,PHI,MIA,W,3,2,,11-9,2, 4.0,Hellickson,Volquez,Neris,3:15,D,"22,180",++++++,True,320,2017
23,201704270,boxscore,COL,WSN,L,5,16,,14-9,2, 0.5,Gonzalez,Senzatela,,3:25,D,"34,929",---,True,321,2017
21,201704270,boxscore,CLE,HOU,W,4,3,,12-9,1,up 0.5,Kluber,Devenski,Allen,2:50,N,"14,452",++,True,322,2017
24,201704270,boxscore,ARI,SDP,W,6,2,,15-9,1,up 0.5,Walker,Weaver,,2:21,N,"15,452",+,True,323,2017
21,201704271,boxscore,STL,TOR,W-wo,8,4,11,10-11,3, 1.5,Bowman,Tepera,,3:32,D,"40,099",+,True,324,2017
22,201704272,boxscore,STL,TOR,W,6,4,,11-11,3, 1.5,Wainwright,Lawrence,Rosenthal,2:56,N,"40,035",++,True,325,2017
24,201704280,boxscore,MIL,ATL,L,8,10,,12-12,3, 1.0,Ramirez,Feliz,Johnson,3:18,N,"26,453",-,True,326,2017
22,201704280,boxscore,KCR,MIN,L,4,6,,7-15,5, 5.5,Breslow,Soria,Kintzler,3:20,N,"27,911",--------,True,327,2017
24,201704280,boxscore,LAD,PHI,W,5,3,,12-12,3, 3.0,Maeda,Eickhoff,Jansen,3:02,N,"46,729",++,True,328,2017
23,201704280,boxscore,TOR,TBR,L,4,7,,6-17,5, 9.0,Pruitt,Grilli,Whitley,3:16,N,"36,256",---,True,329,2017
21,201704280,boxscore,NYY,BAL,W-wo,14,11,10,14-7,1, Tied,Chapman,Aquino,,3:41,N,"36,912",+++,True,330,2017
22,201704280,boxscore,CLE,SEA,L,1,3,,12-10,2, 0.5,Miranda,Carrasco,Diaz,2:36,N,"20,842",-,True,331,2017
22,201704280,boxscore,BOS,CHC,W,5,4,,12-10,3, 2.5,Pomeranz,Arrieta,Kimbrel,3:28,N,"37,054",+,True,332,2017
23,201704280,boxscore,HOU,OAK,W,9,4,,15-8,1,up 3.0,Morton,Cotton,,2:58,N,"28,472",+,True,333,2017
24,201704280,boxscore,SFG,SDP,W,4,3,,9-15,4, 6.0,Law,Buchter,Melancon,2:26,N,"41,436",+,True,334,2017
23,201704280,boxscore,TEX,LAA,L,3,6,,10-13,4, 5.0,Guerra,Jeffress,Alvarez,3:12,N,"28,968",-,True,335,2017
23,201704280,boxscore,WSN,NYM,L,5,7,,16-7,1,up 4.0,deGrom,Scherzer,Edgin,3:24,N,"34,562",-,True,336,2017
22,201704280,boxscore,DET,CHW,L,3,7,,11-11,3, 1.5,Swarzak,Wilson,,3:25,N,"26,049",---,True,337,2017
25,201704280,boxscore,ARI,COL,L,1,3,,15-10,2, 0.5,Freeland,Ray,Holland,2:53,N,"19,300",-,True,338,2017
23,201704280,boxscore,STL,CIN,W,7,5,,12-11,2, 0.5,Lynn,Adleman,Oh,3:08,N,"42,722",+++,True,339,2017
21,201704280,boxscore,MIA,PIT,L,2,12,,10-11,3, 5.0,Taillon,Conley,,3:31,N,"19,690",---,True,340,2017
25,201704290,boxscore,MIL,ATL,L,3,11,,12-13,3, 2.0,Garcia,Nelson,,3:06,N,"30,026",--,True,341,2017
26,201704290,boxscore,ARI,COL,L,6,7,,15-11,2, 1.5,Estevez,Rodney,Holland,3:38,N,"30,445",--,True,342,2017
24,201704290,boxscore,TEX,LAA,W,6,3,,11-13,3, 4.0,Darvish,Chavez,,3:03,N,"44,597",+,True,343,2017
24,201704290,boxscore,TOR,TBR,W,4,1,,7-17,5, 9.0,Liriano,Andriese,Osuna,3:02,D,"42,419",+,True,344,2017
25,201704290,boxscore,LAD,PHI,W-wo,6,5,,13-12,3, 3.0,Dayton,Neris,,3:27,N,"53,110",+++,True,345,2017
25,201704290,boxscore,SFG,SDP,L,4,12,,9-16,5, 7.0,Chacin,Stratton,,3:32,N,"42,862",-,True,346,2017
22,201704290,boxscore,MIA,PIT,L,0,4,,10-12,3, 5.0,Nova,Straily,,2:31,N,"33,152",----,True,347,2017
22,201704290,boxscore,NYY,BAL,W,12,4,,15-7,1,up 1.0,Pineda,Jimenez,,3:12,D,"37,303",++++,True,348,2017
23,201704290,boxscore,CLE,SEA,W,4,3,,13-10,2, 0.5,Salazar,Gallardo,Allen,2:42,D,"21,221",+,True,349,2017
24,201704290,boxscore,HOU,OAK,L,1,2,,15-9,1,up 3.0,Triggs,Musgrove,Casilla,2:49,N,"32,147",-,True,350,2017
23,201704290,boxscore,BOS,CHC,L,4,7,,12-11,3, 3.5,Lackey,Wright,Davis,3:00,D,"36,776",-,True,351,2017
23,201704290,boxscore,DET,CHW,L,4,6,10,11-12,4, 2.5,Robertson,Wilson,,3:36,D,"36,217",----,True,352,2017
24,201704290,boxscore,WSN,NYM,L,3,5,,16-8,1,up 4.0,Robles,Strasburg,Familia,3:17,D,"36,501",--,True,353,2017
26,201704300,boxscore,MIL,ATL,W,4,3,,13-13,2, 1.0,Garza,Foltynewicz,Feliz,2:35,D,"24,395",+,True,354,2017
25,201704300,boxscore,TEX,LAA,L,2,5,,11-14,3, 5.0,Ramirez,Perez,Norris,3:23,D,"39,804",-,True,355,2017
24,201704300,boxscore,CLE,SEA,W,12,4,,14-10,1,up 0.5,Tomlin,De Jong,,2:58,D,"21,824",++,True,356,2017
26,201704300,boxscore,LAD,PHI,W,5,3,,14-12,3, 2.0,Ryu,Pivetta,Jansen,3:06,D,"48,961",++++,True,357,2017
25,201704300,boxscore,WSN,NYM,W,23,5,,17-8,1,up 5.0,Albers,Syndergaard,,3:37,D,"36,806",+,True,358,2017
23,201704300,boxscore,NYY,BAL,L,4,7,11,15-8,1, Tied,Verrett,Mitchell,,4:37,D,"41,022",-,True,359,2017
24,201704300,boxscore,DET,CHW,W,7,3,,12-12,4, 2.0,Zimmermann,Gonzalez,,3:24,D,"26,045",+,True,360,2017
23,201704300,boxscore,KCR,MIN,L,5,7,,7-16,5, 6.5,Hughes,Hammel,Kintzler,3:11,D,"32,685",---------,True,361,2017
24,201704300,boxscore,STL,CIN,L,4,5,,12-12,2, 1.0,Peralta,Rosenthal,Iglesias,3:20,D,"45,282",-,True,362,2017
23,201704300,boxscore,MIA,PIT,W,10,3,,11-12,2, 5.0,McGowan,Williams,,3:36,D,"26,245",+,True,363,2017
25,201704300,boxscore,TOR,TBR,W,3,1,,8-17,5, 8.0,Howell,Colome,Osuna,3:02,D,"42,986",++,True,364,2017
24,201704300,boxscore,BOS,CHC,W,6,2,,13-11,3, 2.5,Barnes,Uehara,,3:28,N,"36,916",+,True,365,2017
25,201704300,boxscore,HOU,OAK,W,7,2,,16-9,1,up 3.0,Keuchel,Hahn,Giles,2:58,D,"34,880",+,True,366,2017
26,201704300,boxscore,SFG,SDP,L,2,5,12,9-17,5, 7.0,Buchter,Kontos,Torres,3:23,D,"41,989",--,True,367,2017
27,201704300,boxscore,ARI,COL,W-wo,2,0,13,16-11,2, 0.5,Delgado,Lyles,,4:02,D,"23,613",+,True,368,2017
25,201705010,boxscore,CIN,PIT,W-wo,4,3,10,12-13,3, 1.0,Lorenzen,Hudson,,3:13,N,"14,753",++,True,369,2017
27,201705010,boxscore,LAD,SFG,L,3,4,,14-13,3, 2.5,Cueto,Kershaw,Law,2:52,N,"44,606",-,True,370,2017
25,201705010,boxscore,CHC,PHI,L,2,10,,13-12,1, Tied,Velasquez,Anderson,,3:06,N,"38,567",--,True,371,2017
24,201705010,boxscore,ATL,NYM,L,5,7,,10-14,5, 6.5,Gsellman,Teheran,Familia,3:00,N,"21,668",--,True,372,2017
24,201705010,boxscore,MIA,TBR,L,2,4,,11-13,3, 5.5,Farquhar,Ziegler,Colome,3:14,N,"16,096",-,True,373,2017
25,201705010,boxscore,DET,CLE,W,7,1,,13-12,3, 1.0,Norris,Bauer,,3:14,N,"22,045",++,True,374,2017
25,201705010,boxscore,STL,MIL,L,5,7,10,12-13,3, 1.0,Drake,Oh,Feliz,3:09,N,"36,339",--,True,375,2017
26,201705010,boxscore,HOU,TEX,W,6,2,,17-9,1,up 3.5,Devenski,Cashner,Giles,2:59,N,"22,556",++,True,376,2017
24,201705010,boxscore,NYY,TOR,L,1,7,,15-9,2, 1.0,Estrada,Severino,,2:58,N,"25,566",--,True,377,2017
24,201705010,boxscore,KCR,CHW,W,6,1,,8-16,5, 5.5,Vargas,Covey,,2:36,N,"20,148",+,True,378,2017
25,201705010,boxscore,BOS,BAL,L,2,5,,13-12,3, 3.5,Bundy,Porcello,Brach,3:10,N,"33,489",-,True,379,2017
25,201705020,boxscore,MIA,TBR,L,1,3,,11-14,3, 5.5,Cobb,Volquez,Colome,3:22,N,"16,011",--,True,380,2017
28,201705020,boxscore,LAD,SFG,W,13,5,,15-13,3, 2.0,Wood,Moore,,3:23,N,"43,471",+,True,381,2017
25,201705020,boxscore,NYY,TOR,W,11,5,,16-9,1, Tied,Tanaka,Latos,,3:31,N,"30,058",+,True,382,2017
26,201705020,boxscore,DET,CLE,W,5,2,,14-12,2, 0.5,Verlander,Kluber,Rodriguez,3:14,N,"21,799",+++,True,383,2017
25,201705020,boxscore,KCR,CHW,L,0,6,,8-17,5, 6.0,Quintana,Duffy,,2:43,N,"18,604",-,True,384,2017
24,201705020,boxscore,MIN,OAK,W,9,1,,13-11,2, 0.5,Santana,Gray,,2:48,N,"18,930",+++,True,385,2017
28,201705020,boxscore,SDP,COL,W,6,2,,12-16,4, 5.0,Cahill,Chatwood,,2:56,N,"18,910",+++,True,386,2017
26,201705020,boxscore,CHC,PHI,W,8,3,,14-12,1,up 1.0,Lester,Hellickson,,3:24,N,"38,660",+,True,387,2017
